site_id,survey_id,trap_id,trap_number,trap_osg,trap_x,trap_y,trap_lat,trap_lon
156,1953,3687,1,TQ0792872824,507928,172824,51.444133,-0.44841841
402,1949,,,TM47196709,647190,267090,52.246427,1.6196892
402,1950,,,TM47196709,647190,267090,52.246427,1.6196892
402,1948,,,TM47196709,647190,267090,52.246427,1.6196892
117,1954,3688,1,SU65056979,465050,169790,51.423396,-1.0658273
117,1954,3689,2,SU65146958,465140,169580,51.421498,-1.0645717
117,1954,3690,3,SU65176973,465170,169730,51.422843,-1.0641127
145,116,174,2,NU28530240,428530,602400,55.314859,-1.5520313
8,80,161,3,ST5052260310,350522,160310,51.339712,-2.7116892
8,80,159,1,ST5079059516,350790,159516,51.332597,-2.7077321
8,80,160,2,ST5061159600,350611,159600,51.333337,-2.7103129
8,1086,965,1,ST5071059563,350710,159563,51.333012,-2.7088869
115,1743,3107,2,SU9089284748,490892,184748,51.554306,-0.69040549
115,1743,3106,1,SU9089284748,490892,184748,51.554306,-0.69040549
122,221,,,TQ92451819,592450,118190,50.931049,0.73734506
286,1581,,,NT00207720,300200,677200,55.977374,-3.6008583
8,1550,2536,5,ST5267058833,352670,158833,51.326616,-2.6806583
8,1550,2537,6,ST5304159056,353041,159056,51.328652,-2.6753636
8,1550,2532,1,ST5062559607,350625,159607,51.333401,-2.710113
8,1550,2534,3,ST5081659469,350816,159469,51.332177,-2.7073525
8,1550,2535,4,ST5242058684,352420,158684,51.325255,-2.684226
8,1550,2533,2,ST5072759559,350727,159559,51.332978,-2.7086423
332,1786,3227,1,TL1676256436,516762,256436,52.193808,-0.29320208
332,1786,3228,2,TL1669456436,516694,256436,52.193822,-0.29419644
76,823,1948,1,SJ4453293523,344532,393523,53.435554,-2.836396
235,1049,897,1,TG50090099,650090,300990,52.549255,1.6873743
5,1428,2249,3,SK4420329665,444203,329665,52.862663,-1.3448793
5,1428,2248,2,SK4409329820,444093,329820,52.864065,-1.3464922
5,1428,2247,1,SK4405530254,444055,330254,52.867969,-1.346998
208,976,685,2,TQ2894365176,528943,165176,51.371012,-0.1489681
208,976,684,1,TQ2904065244,529040,165244,51.371601,-0.1475507
110,77,149,3,ST5692558234,356925,158234,51.321569,-2.6195227
110,77,148,2,ST5677458220,356774,158220,51.321432,-2.6216877
110,77,147,1,ST5674558339,356745,158339,51.3225,-2.6221183
8,1551,2545,8,ST5114460525,351144,160525,51.341699,-2.7027901
8,1551,2544,7,ST5101660267,351016,160267,51.339369,-2.704592
8,1551,2541,4,ST5198859814,351988,159814,51.335379,-2.690578
8,1551,2543,6,ST5166660003,351666,160003,51.337051,-2.6952255
8,1551,2540,3,ST5212259794,352122,159794,51.33521,-2.688652
30,1413,2206,2,SK22342041,422340,320410,52.780813,-1.67024
30,1413,2205,1,SK22392006,422390,320060,52.777665,-1.6695225
5,1694,3023,2,SK4406829931,444068,329931,52.865065,-1.3468485
5,1694,3022,1,SK4420129660,444201,329660,52.862618,-1.3449097
5,1694,3024,3,SK4403230078,444032,330078,52.866389,-1.3473634
27,168,297,1,TR07951878,607950,118780,50.930972,0.95795627
27,168,298,2,TR08001872,608000,118720,50.930415,0.95863259
257,1346,1661,2,TQ2889297462,528892,197462,51.661168,-0.13790482
257,1346,1660,1,TQ2883897512,528838,197512,51.66163,-0.13866668
257,1346,1662,3,TQ2900797582,529007,197582,51.66222,-0.13619887
257,1346,1663,4,TQ2901697653,529016,197653,51.662856,-0.13604264
142,1345,1658,3,TQ4180587188,541805,187188,51.565744,0.044513225
142,1345,1656,1,TQ4159287155,541592,187155,51.565501,0.041428961
142,1345,1657,2,TQ4172587175,541725,187175,51.565647,0.043354568
142,1345,1659,4,TQ4190987205,541909,187205,51.565871,0.046019525
93,45,87,1,TQ12846315,512840,163150,51.356227,-0.3808428
93,45,88,2,TQ13026310,513020,163100,51.355742,-0.37827472
238,1863,3467,1,TG46002008,646000,320080,52.722385,1.6413903
238,1863,3468,2,TG46092002,646090,320020,52.721806,1.6426752
239,1450,2289,1,TG45521475,645520,314750,52.674785,1.6303235
239,1450,2290,2,TG45311477,645310,314770,52.675059,1.6272388
388,1928,3619,2,TG4272821355,642728,321355,52.735301,1.5939838
388,1928,3618,1,TG4284421264,642844,321264,52.734433,1.5956311
388,1928,3620,3,TG4253721463,642537,321463,52.736356,1.5912404
286,1580,2635,1,NT00207720,300200,677200,55.977374,-3.6008583
93,15,27,1,TQ1284863156,512848,163156,51.356279,-0.38072605
93,15,28,2,TQ1302163102,513021,163102,51.35576,-0.37825973
11,1408,2200,1,SK24205172,424200,351720,53.062183,-1.6403423
11,1408,2201,2,SK24145180,424140,351800,53.062904,-1.6412317
62,1236,1239,2,TA0334423170,503344,423170,53.694757,-0.43631457
122,939,,,TQ92451819,592450,118190,50.931049,0.73734506
370,1744,3111,3,SU9617468887,496174,168887,51.410859,-0.61855768
370,1744,3109,1,SU9614168900,496141,168900,51.410982,-0.61902849
370,1744,3110,2,SU9648268961,496482,168961,51.411472,-0.6141104
132,1382,1736,1,TL3455969654,534559,269654,52.30852,-0.027728271
132,1382,1737,2,TL3456569694,534565,269694,52.308878,-0.027624344
6,1429,2251,2,SK4367329142,443673,329142,52.858005,-1.352821
6,1429,2252,3,SK4365229196,443652,329196,52.858492,-1.3531256
6,1429,2250,1,SK4339428978,443394,328978,52.856553,-1.3569861
188,1906,3559,1,SK37334227442,437334,322744,52.800969,-1.4476908
188,1906,3561,3,SK3751222754,437512,322754,52.801046,-1.4450497
188,1906,3560,2,SK3751822814,437518,322814,52.801585,-1.4449538
365,1696,3027,1,SK2415651815,424156,351815,53.063039,-1.6409918
365,1696,3029,3,SK2440951417,424409,351417,53.05945,-1.6372466
365,1696,3028,2,SK2440951417,424409,351417,53.05945,-1.6372466
365,1696,3028,2,SK2415651815,424156,351815,53.063039,-1.6409918
188,1963,3714,3,SK3714623820,437146,323820,52.810654,-1.4503573
188,1963,3712,1,SK3689823753,436898,323753,52.810068,-1.4540439
188,1963,3713,2,SK3714623820,437146,323820,52.810654,-1.4503573
118,1704,3049,2,NZ3366756335,433667,556335,54.900613,-1.4765329
19,1104,1018,2,TL8760208633,587602,208633,51.744984,0.71605181
19,1104,1017,1,TL8772608633,587726,208633,51.744942,0.7178458
21,633,2121,0,TQ72489717,572480,197170,51.646871,0.49157658
104,1752,3135,1,NU26350025,426350,600250,55.295661,-1.586579
104,1752,3136,2,NU26350015,426350,600150,55.294763,-1.5865883
204,671,1828,1,NZ28718912,428710,589120,55.195521,-1.5505433
61,697,1249,1,SK6192239095,461922,339095,52.945678,-1.0799304
2,1122,1063,2,SJ9717190855,397171,390855,53.414494,-2.0440274
2,1122,1062,1,SJ9701790773,397017,390773,53.413756,-2.0463435
2,1122,1064,3,SJ9690890795,396908,390795,53.413953,-2.0479836
128,1272,1487,3,SV00000000,,,,
128,1272,1485,1,SV00000000,,,,
128,1272,1486,2,SV00000000,,,,
358,1652,2930,2,,,,,
130,1281,1511,2,SV00000000,,,,
122,1290,1518,2,TQ92451819,592450,118190,50.931049,0.73734506
122,1290,1517,1,TQ92441812,592440,118120,50.930423,0.737166
122,220,,,TQ92441812,592440,118120,50.930423,0.737166
156,1497,2388,24,TQ0785672753,507856,172753,51.443509,-0.44947562
172,1893,,,NK0563458060,405634,858060,57.612496,-1.9073638
234,1856,3450,1,TG45831315,645830,313150,52.66029,1.6337067
234,1856,3451,2,TG45927325,645920,373250,53.199403,1.6805426
388,1927,3615,1,TG4284421264,642844,321264,52.734433,1.5956311
388,1927,3617,3,TG4253721463,642537,321463,52.736356,1.5912404
388,1927,3616,2,TG4272821355,642728,321355,52.735301,1.5939838
11,1412,2203,1,SK24145180,424140,351800,53.062904,-1.6412317
11,1412,2204,2,SK24205172,424200,351720,53.062183,-1.6403423
104,1089,981,3,NU26420021,426420,600210,55.295298,-1.5854804
104,1089,982,4,NU26500030,426500,600300,55.296102,-1.5842121
104,1089,979,1,NU26280014,426280,600140,55.294677,-1.5876916
154,172,310,1,TR36125717,636120,157170,51.264748,1.3832287
154,172,312,2,TR35305750,635300,157500,51.268049,1.3717134
71,816,,,,,,,
76,786,1884,1,SJ4442395224,344423,395224,53.45083,-2.8383375
92,850,2027,2,TQ1506347963,515063,147963,51.21928,-0.35381945
92,850,2028,1,TQ1505948135,515059,148135,51.220826,-0.35382155
118,32,247,2,NZ33445604,433440,556040,54.897978,-1.4801067
118,32,246,1,NZ33555611,433550,556110,54.898599,-1.4783834
77,819,1942,2,SJ6463476765,364634,376765,53.286665,-2.5319498
77,819,1943,1,SJ6468876456,364688,376456,53.283891,-2.5311054
207,975,678,1,TQ1649093262,516490,193262,51.626126,-0.31851961
207,975,679,2,TQ1622293445,516222,193445,51.627826,-0.32232882
31,160,280,2,TR22136185,622130,161850,51.312384,1.1859434
31,160,279,1,TR22216179,622210,161790,51.311814,1.1870521
61,1840,3408,3,SK6214038727,462140,338727,52.942345,-1.076757
61,1840,3406,1,SK6225038957,462250,338957,52.9444,-1.0750763
61,1840,3407,2,SK6191739068,461917,339068,52.945436,-1.08001
122,52,103,2,TQ92411801,592410,118010,50.929445,0.73668159
122,52,102,1,TQ92451812,592450,118120,50.93042,0.73730813
122,52,104,3,TQ92461826,592460,118260,50.931674,0.73752413
239,1055,908,1,TG45521475,645520,314750,52.674785,1.6303235
212,986,714,1,TQ2435793410,524357,193410,51.625775,-0.20487436
212,986,716,3,TQ2432193346,524321,193346,51.625207,-0.20541686
212,986,715,2,TQ2440593325,524405,193325,51.625,-0.20421146
98,1653,2931,1,TQ0049772401,500497,172401,51.441697,-0.55542486
128,184,351,2,SV00000000,,,,
8,1556,2563,1,ST5232859389,352328,159389,51.331586,-2.6856408
8,1556,2564,2,ST5237859330,352378,159330,51.33106,-2.6849153
133,79,157,2,ST4769169391,347691,169391,51.421104,-2.7536674
114,1430,2253,1,SU50676674,450670,166740,51.397439,-1.2730578
114,1430,2254,2,SU50786687,450780,166870,51.398598,-1.2714582
114,1430,2255,3,SU50766699,450760,166990,51.399679,-1.2717285
317,1464,2320,4,SU50596647,450590,166470,51.395019,-1.274246
317,1464,2317,1,SU50736630,450730,166300,51.393478,-1.2722581
317,1464,2319,3,SU50596647,450590,166470,51.395019,-1.274246
317,1464,2318,2,SU50736629,450730,166290,51.393388,-1.2722596
153,943,628,3,TL2593072260,525930,272260,52.333981,-0.15324886
153,171,304,2,TL26167195,526160,271950,52.331143,-0.14999148
153,943,,,TL26167195,526160,271950,52.331143,-0.14999148
153,943,627,2,TL2609972100,526099,272100,52.332505,-0.15082995
153,171,303,1,TL26127207,526120,272070,52.33223,-0.15053318
153,943,626,1,TL2617871960,526178,271960,52.331229,-0.14972372
298,1698,3034,2,SK5068832748,450688,332748,52.889804,-1.2480846
298,1698,3033,1,SK5069332919,450693,332919,52.891341,-1.2479837
298,1698,3035,3,SK5069032686,450690,332686,52.889247,-1.2480645
187,700,2184,1,SK3182540345,431825,340345,52.959537,-1.5276838
187,700,2185,2,SK3187940174,431879,340174,52.957996,-1.5268968
118,148,249,2,NZ33445604,433440,556040,54.897978,-1.4801067
118,148,,,NZ33445604,433440,556040,54.897978,-1.4801067
118,148,248,1,NZ33555611,433550,556110,54.898599,-1.4783834
249,1103,1015,1,TQ6816680394,568166,180394,51.497473,0.42126083
249,1103,1016,2,TQ6821280416,568212,180416,51.497657,0.42193336
29,659,1801,4,TR0031662274,600316,162274,51.324283,0.8736193
29,659,1800,2,TR0070361729,600703,161729,51.319253,0.87885951
29,659,1799,1,TR0023262417,600232,162417,51.325597,0.87249561
29,659,1802,3,TR0030562380,600305,162380,51.325239,0.87352117
29,657,,,TR0030562380,600305,162380,51.325239,0.87352117
206,974,,,TQ1583678921,515836,178921,51.497371,-0.33268402
206,974,681,1,TQ1583678921,515836,178921,51.497371,-0.33268402
141,980,696,1,TQ2180887752,521808,187752,51.575483,-0.2436426
141,980,698,3,TQ2175887500,521758,187500,51.573229,-0.24445102
177,241,,,,,,,
134,106,,,TQ3262287579,532622,187579,51.57149,-0.087745972
318,1537,2490,2,NZ07908172,407900,581720,55.129791,-1.8776439
318,1537,2489,1,NZ07848185,407840,581850,55.13096,-1.8785813
318,1537,2491,3,NZ08148167,408140,581670,55.129338,-1.8738814
147,673,1832,2,NZ26208636,426200,586360,55.17086,-1.5902255
205,1841,3410,2,SK5279638643,452796,338643,52.942589,-1.2158009
205,1841,3409,1,SK5295638849,452956,338849,52.944425,-1.2133866
86,1150,1153,3,SJ7571379755,375713,379755,53.314166,-2.3659994
86,1150,1151,1,SJ7568379893,375683,379893,53.315405,-2.3664603
86,1149,1099,1,SJ7568379893,375683,379893,53.315405,-2.3664603
86,1148,1115,1,SJ7566979562,375669,379562,53.31243,-2.366645
86,1149,1101,3,SJ7571379755,375713,379755,53.314166,-2.3659994
86,1150,1152,2,SJ7566979562,375669,379562,53.31243,-2.366645
86,1148,1116,2,SJ7568379893,375683,379893,53.315405,-2.3664603
86,1158,1155,2,SJ7566979562,375669,379562,53.31243,-2.366645
86,1158,1156,3,SJ7571379755,375713,379755,53.314166,-2.3659994
86,1145,1107,3,SJ7571379755,375713,379755,53.314166,-2.3659994
86,1145,1106,2,SJ7568379893,375683,379893,53.315405,-2.3664603
86,1145,1105,1,SJ7566979562,375669,379562,53.31243,-2.366645
86,848,,,SJ7566979562,375669,379562,53.31243,-2.366645
80,834,1980,81,SJ6422099121,364220,399121,53.487577,-2.5407009
80,834,1979,82,SJ6427299223,364272,399223,53.488497,-2.5399289
80,826,1951,81,SJ6422099121,364220,399121,53.487577,-2.5407009
80,834,1978,131,SJ6417599186,364175,399186,53.488158,-2.5413865
80,826,2105,132,SJ6423399200,364233,399200,53.488288,-2.540514
80,826,1952,82,SJ6427299222,364272,399222,53.488488,-2.5399288
80,826,1950,131,SJ6417599186,364175,399186,53.488158,-2.5413865
86,843,2015,132,SJ7572279532,375722,379532,53.312162,-2.3658472
86,843,2013,81,SJ7568379892,375683,379892,53.315396,-2.3664603
86,843,2012,131,SJ7567879625,375678,379625,53.312996,-2.3665147
86,843,2014,82,SJ7566979562,375669,379562,53.31243,-2.366645
79,1583,2641,3,SJ6544376618,365443,376618,53.285397,-2.5197994
79,1583,2639,1,SJ6517076581,365170,376581,53.285047,-2.52389
79,1583,2640,2,SJ6511976805,365119,376805,53.287057,-2.5246796
111,1665,2955,1,TQ1252868686,512528,168686,51.406047,-0.38356975
93,853,2034,2,TQ1302163102,513021,163102,51.35576,-0.37825973
93,853,2033,1,TQ1284863156,512848,163156,51.356279,-0.38072605
123,226,,,TQ61480278,561480,102780,50.802082,0.2902341
1,1116,1047,2,NK0005126009,400051,826009,57.32463,-2.0007977
169,1892,,,NJ89950270,389950,802700,57.115135,-2.1675797
129,1647,,,NK0257231001,402572,831001,57.369465,-1.9588846
238,1294,1525,2,TG46072002,646070,320020,52.721815,1.6423797
238,1294,1524,1,TG46002000,646000,320000,52.721668,1.6413305
239,1056,911,2,TG45311477,645310,314770,52.675059,1.6272388
239,1056,910,1,TG45521475,645520,314750,52.674785,1.6303235
239,1932,3632,3,TG45621470,645620,314700,52.674291,1.6317623
239,1932,3630,1,TG45311477,645310,314770,52.675059,1.6272388
239,1932,3631,2,TG45411484,645410,314840,52.675642,1.6287669
301,1859,3456,1,TF88484391,588480,343910,52.959432,0.80465473
301,1859,3458,3,TF88384404,588380,344040,52.960635,0.80324341
388,1858,3454,1,TG42812127,642810,321270,52.734502,1.595133
388,1858,3455,2,TG42742131,642740,321310,52.734892,1.5941279
286,1600,,,NT00207720,300200,677200,55.977374,-3.6008583
384,1843,3416,3,SH7983477050,279834,377050,53.276771,-3.8036093
384,1843,3415,2,SH7994677253,279946,377253,53.27862,-3.8020073
384,1843,3417,4,SH8005977126,280059,377126,53.277504,-3.8002655
384,1843,3414,1,SH7969377311,279693,377311,53.279083,-3.8058216
146,118,252,1,NZ28048549,428040,585490,55.162942,-1.5614259
84,821,,,,,,,
111,1301,1538,1,TQ1252868686,512528,168686,51.406047,-0.38356975
111,1301,1539,2,TQ1242468896,512424,168896,51.407955,-0.38499783
338,1559,2573,1,TA3236700743,532367,400743,53.486759,-0.006524752
338,1559,2574,2,TA3239100827,532391,400827,53.487507,-0.006127886
156,182,346,3,TQ0779972591,507799,172591,51.442064,-0.45034474
156,182,344,1,TQ0775372707,507753,172707,51.443115,-0.45097107
156,182,345,2,TQ0793372796,507933,172796,51.443881,-0.44835503
223,1015,791,1,TQ3047694145,530476,194145,51.630995,-0.11625292
223,1015,792,2,TQ3053094231,530530,194231,51.631756,-0.11544114
223,1015,794,4,TQ3060794325,530607,194325,51.632583,-0.11429422
223,1015,,,TQ3047694145,530476,194145,51.630995,-0.11625292
80,820,1944,1,SJ6390099424,363900,399424,53.490278,-2.5455583
93,849,2026,1,TQ1287363187,512873,163187,51.356553,-0.38035735
93,849,2025,2,TQ1302163102,513021,163102,51.35576,-0.37825973
93,1657,2939,1,TQ12846315,512840,163150,51.356227,-0.3808428
93,1657,2940,2,TQ12876319,512870,163190,51.35658,-0.38039946
31,925,600,2,TR2217561793,622175,161793,51.311855,1.1865526
31,925,599,1,TR2231961541,622319,161541,51.309536,1.1884584
45,1837,3398,2,SK8212167527,482121,367527,53.19849,-0.77215074
45,1837,3399,3,SK8202967377,482029,367377,53.197157,-0.77356606
42,1833,3384,1,SK6081339590,460813,339590,52.950254,-1.0963395
42,1833,3386,3,SK6047839242,460478,339242,52.947164,-1.1013896
42,1833,3385,2,SK6065039047,460650,339047,52.945392,-1.0988666
341,1825,,,ST4847977180,348479,177180,51.491206,-2.7434731
189,1390,2180,1,SK3621323885,436213,323885,52.811301,-1.4641911
188,1394,2187,2,SK3731322743,437313,322743,52.800961,-1.4480024
49,702,,,,,,,
205,701,,,SK5279638643,452796,338643,52.942589,-1.2158009
110,1822,3351,1,ST5624159960,356241,159960,51.337036,-2.6295502
110,1822,3352,2,ST5606660034,356066,160034,51.337687,-2.6320713
337,1695,,,SK2509950118,425099,350118,53.047741,-1.6270522
138,1016,795,1,TQ3524388820,535243,188820,51.58202,-0.049472599
138,1016,796,2,TQ3515288550,535152,188550,51.579615,-0.050888979
138,1016,798,4,TQ35005886,535000,158860,51.312846,-0.064397048
138,1016,797,3,TQ3500188549,535001,188549,51.579643,-0.053067232
156,179,331,3,TQ0779972591,507799,172591,51.442064,-0.45034474
235,1051,901,2,TG50090099,650090,300990,52.549255,1.6873743
235,1051,900,1,TG49880129,649880,301290,52.552043,1.6845095
241,1877,3504,2,TG26720799,626720,307990,52.622303,1.3481292
241,1877,3503,1,TG26250783,626250,307830,52.621063,1.3410888
87,794,1900,2,SD7360918335,373609,418335,53.66083,-2.4008369
63,1247,1415,1,TF2098174990,520981,374990,53.25813,-0.18787564
297,1422,2233,2,SK36332277,436330,322770,52.801271,-1.4625789
297,1422,2232,1,SK36102278,436100,322780,52.801376,-1.4659891
29,1678,2988,1,TR0041262450,600412,162450,51.32583,0.87509416
29,1678,2991,4,TR0036062280,600360,162280,51.324322,0.87425332
29,1678,2990,3,TR0032662299,600326,162299,51.324504,0.87377667
211,1044,884,1,TQ4628379905,546283,179905,51.499161,0.10605096
211,1044,885,2,TQ4640479857,546404,179857,51.498699,0.10777299
96,238,427,2,TQ13306002,513300,160020,51.328003,-0.37523446
96,238,426,1,TQ13226002,513220,160020,51.328019,-0.37638217
186,1405,2192,1,SK3315422892,433154,322892,52.802571,-1.5096724
207,745,,,TQ1649093262,516490,193262,51.626126,-0.31851961
139,987,719,3,TQ0554686349,505546,186349,51.566148,-0.47863674
139,987,718,2,TQ0555686526,505556,186526,51.567737,-0.47843941
139,987,717,1,TQ0552986485,505529,186485,51.567374,-0.47884112
110,10,24,2,ST5634458764,356344,158764,51.32629,-2.6279247
110,1567,2600,2,ST5613360367,356133,160367,51.340687,-2.6311507
8,9,21,1,ST5078959522,350789,159522,51.332651,-2.7077473
8,78,155,3,ST5061259597,350612,159597,51.33331,-2.7102982
8,78,154,2,ST5080059582,350800,159582,51.333191,-2.7075978
8,78,153,1,ST5087059449,350870,159449,51.332001,-2.7065747
8,941,621,1,ST5061359596,350613,159596,51.333301,-2.7102837
8,941,622,2,ST5069859567,350698,159567,51.333047,-2.7090597
8,941,625,5,ST5082359457,350823,159457,51.332069,-2.7072503
8,941,,,ST5082359457,350823,159457,51.332069,-2.7072503
8,941,623,3,ST5083059555,350830,159555,51.332951,-2.7071634
8,941,624,4,ST5078459519,350784,159519,51.332623,-2.7078187
110,10,23,1,ST5610458992,356104,158992,51.328322,-2.6313971
13,1782,3218,1,TL1472543108,514725,243108,52.074461,-0.32748119
13,1782,3219,2,TL1452943054,514529,243054,52.074016,-0.33035778
13,1782,3220,3,TL1462743162,514627,243162,52.074967,-0.32889231
13,1502,2404,2,TL14464306,514460,243060,52.074084,-0.33136206
13,1502,2405,3,TL14734309,514730,243090,52.074298,-0.32741431
13,1502,2403,1,TL14414301,514410,243010,52.073645,-0.33210801
117,1241,1378,4,SU65176966,465170,169660,51.422214,-1.0641256
117,1241,1375,1,SU65146959,465140,169590,51.421588,-1.0645698
117,1241,1376,2,SU65166974,465160,169740,51.422934,-1.0642547
196,944,631,3,TL2020263630,520202,263630,52.257716,-0.24034653
196,944,630,2,TL2010563450,520105,263450,52.256119,-0.24183091
196,944,,,TL2020263630,520202,263630,52.257716,-0.24034653
196,944,629,1,TL2005163317,520051,263317,52.254936,-0.24266887
150,136,,,,,,,
11,1417,2223,2,SK24915254,424910,352540,53.069521,-1.6296849
11,1417,2222,1,SK24885242,424880,352420,53.068444,-1.6301418
224,1703,3047,2,NZ2912046147,429120,546147,54.809347,-1.5484584
224,1703,3046,1,NZ2920546035,429205,546035,54.808336,-1.5471472
19,1805,3297,1,TL8772608633,587726,208633,51.744942,0.7178458
19,1804,3295,2,TL8772608633,587726,208633,51.744942,0.7178458
19,1805,3298,2,TL8772608633,587726,208633,51.744942,0.7178458
19,1809,3306,1,TL8772608633,587726,208633,51.744942,0.7178458
19,1809,3307,2,TL8772608633,587726,208633,51.744942,0.7178458
19,1804,3294,1,TL8772608633,587726,208633,51.744942,0.7178458
19,1100,1009,2,TL8760208633,587602,208633,51.744984,0.71605181
19,1804,3295,2,TL8760208633,587602,208633,51.744984,0.71605181
19,1805,3298,2,TL8760208633,587602,208633,51.744984,0.71605181
19,1100,1008,1,TL8772608633,587726,208633,51.744942,0.7178458
19,1804,3296,3,TL8772608633,587726,208633,51.744942,0.7178458
28,667,1820,2,TQ7766155131,577661,155131,51.267641,0.54528122
28,667,1821,1,TQ7753155194,577531,155194,51.268247,0.54345098
27,164,,,TR07951878,607950,118780,50.930972,0.95795627
25,652,1788,1,TR1843259947,618432,159947,51.296729,1.1318028
27,658,1797,2,TR07891884,607890,118840,50.931533,0.95713782
27,666,1818,2,TR0788018865,607880,118865,50.931761,0.95700996
27,666,1817,3,TR0799918752,607999,118752,50.930703,0.95863663
27,666,1819,1,TR0791718935,607917,118935,50.932376,0.95757566
27,164,,,TR0791718935,607917,118935,50.932376,0.95757566
27,658,1798,3,TR07981876,607980,118760,50.930782,0.95837119
27,658,2148,0,TR07891884,607890,118840,50.931533,0.95713782
31,668,1822,1,TR22186181,622180,161810,51.312005,1.1866348
31,668,1823,2,TR22116187,622110,161870,51.312571,1.1856694
210,982,702,1,TQ3760968972,537609,168972,51.403092,-0.023078054
210,982,703,2,TQ3753869099,537538,169099,51.40425,-0.024048927
210,982,704,3,TQ3769468622,537694,168622,51.399926,-0.021992557
210,982,,,TQ3760968972,537609,168972,51.403092,-0.023078054
138,979,694,1,TQ34968916,534960,189160,51.585143,-0.053423941
137,104,,,TQ3523690750,535236,190750,51.599365,-0.048830541
138,107,,,TQ34968916,534960,189160,51.585143,-0.053423941
104,969,973,4,NU26390020,426390,600200,55.29521,-1.5859538
104,969,972,3,NU26300016,426300,600160,55.294855,-1.5873748
104,969,970,1,NU26420019,426420,600190,55.295118,-1.5854823
104,969,971,2,NU26360020,426360,600200,55.295211,-1.5864262
104,117,176,2,NU26400024,426400,600240,55.295569,-1.5857925
104,117,177,3,NU26330018,426330,600180,55.295033,-1.5869005
104,691,1881,2,NU269001,426900,600100,55.294284,-1.577932
106,688,1869,2,NZ20328693,420320,586930,55.176256,-1.6824934
248,1320,1571,1,NZ25147035,425140,570350,55.027052,-1.6082744
248,1320,1572,2,NZ25147035,425140,570350,55.027052,-1.6082744
151,1110,1030,3,NU26930019,426930,600190,55.295091,-1.577451
151,1110,1028,1,NU26960011,426960,600110,55.29437,-1.5769862
151,1536,2486,1,NZ27259997,427250,599970,55.293097,-1.572433
151,1536,2488,3,NU27020011,427020,600110,55.294367,-1.5760414
151,1318,1567,1,NU27020011,427020,600110,55.294367,-1.5760414
151,1318,1568,2,NU27020011,427020,600110,55.294367,-1.5760414
146,1109,1025,1,NZ28058548,428050,585480,55.162851,-1.56127
146,1105,1019,1,NZ28058548,428050,585480,55.162851,-1.56127
146,1109,1027,2,NZ27848571,427840,585710,55.16493,-1.5645435
146,1105,1020,2,NZ27998554,427990,585540,55.163394,-1.5622058
146,1111,1032,1,NZ28058548,428050,585480,55.162851,-1.56127
146,1760,3157,1,NZ28048549,428040,585490,55.162942,-1.5614259
147,1753,3137,1,NZ26158636,426150,586360,55.170862,-1.5910104
147,1753,3138,2,NZ26278635,426270,586350,55.170766,-1.5891275
147,1084,977,4,NZ27008610,427000,586100,55.16848,-1.5776913
147,1084,974,1,NZ27338618,427330,586180,55.169181,-1.5725034
147,1084,,,NZ27338618,427330,586180,55.169181,-1.5725034
147,1084,978,5,NZ26848617,426840,586170,55.169118,-1.5801963
60,1355,1695,5,SK9085806677,490858,306677,52.650226,-0.65841168
60,1355,1693,3,SK9058206950,490582,306950,52.652725,-0.66241531
60,1355,1694,4,SK9068406761,490684,306761,52.65101,-0.66095985
60,1355,1691,1,SK9021907123,490219,307123,52.654341,-0.66773249
60,1355,1692,2,SK9040007061,490400,307061,52.653753,-0.66507454
86,1590,2660,1,SJ7568379893,375683,379893,53.315405,-2.3664603
86,1590,2661,2,SJ7566979562,375669,379562,53.31243,-2.366645
86,1590,2662,3,SJ7571379755,375713,379755,53.314166,-2.3659994
86,1593,2670,3,SJ7570879656,375708,379656,53.313276,-2.3660669
86,1593,2668,1,SJ7568379893,375683,379893,53.315405,-2.3664603
86,1593,2669,2,SJ7566979562,375669,379562,53.31243,-2.366645
79,1585,2647,3,SJ6544376618,365443,376618,53.285397,-2.5197994
79,1585,2646,2,SJ6511976805,365119,376805,53.287057,-2.5246796
111,68,128,2,TQ1242468896,512424,168896,51.407955,-0.38499783
111,68,127,1,TQ1252868686,512528,168686,51.406047,-0.38356975
100,1258,1466,2,,,,,
100,1258,1465,1,,,,,
128,188,361,1,SV00000000,,,,
128,1269,1479,1,SV00000000,,,,
128,1271,1482,1,SV00000000,,,,
128,1270,1481,1,SV00000000,,,,
130,1279,1505,3,SV00000000,,,,
130,1279,1504,2,SV00000000,,,,
130,1279,1506,4,SV00000000,,,,
130,1279,1503,1,SV00000000,,,,
130,189,362,1,SV00000000,,,,
122,64,,,TQ92461826,592460,118260,50.931674,0.73752413
122,64,119,1,TQ92451812,592450,118120,50.93042,0.73730813
122,64,,,TQ92451812,592450,118120,50.93042,0.73730813
156,1552,2546,16,TQ0785272672,507852,172672,51.442782,-0.44955781
156,177,339,31,TQ0787772763,507877,172763,51.443595,-0.44917053
156,177,335,24,TQ0785572752,507855,172752,51.4435,-0.44949031
156,177,340,203,TQ0791472761,507914,172761,51.44357,-0.44863897
156,177,336,1,TQ0788372672,507883,172672,51.442776,-0.44911194
156,177,,,TQ0788372672,507883,172672,51.442776,-0.44911194
156,177,343,903,TQ0786672758,507866,172758,51.443552,-0.44933027
156,177,,,TQ0786672758,507866,172758,51.443552,-0.44933027
